user_id,date,day_total,running_total
1972,2015-04-04,76,124
1972,2015-04-09,51,175
1972,2015-04-21,45,220
1973,2015-03-03,58,58
1973,2015-04-12,78,136
1975,2015-04-19,62,62
1976,2015-04-26,53,53
1978,2015-03-08,30,30
1979,2015-04-12,108,108
1981,2015-03-29,107,107
1985,2015-04-22,68,68
1988,2015-04-05,39,39
1988,2015-04-28,119,158
1989,2015-04-22,38,38
1990,2015-04-01,58,58
1990,2015-04-02,51,109
1992,2015-04-05,106,106
1992,2015-04-10,60,166
1993,2015-03-08,18,18
1995,2015-03-27,40,40
1995,2015-04-21,49,89
1997,2015-03-12,25,25
1998,2015-03-24,15,15
1998,2015-04-02,127,142
1999,2015-04-01,101,101
1999,2015-04-03,30,131
2002,2015-03-01,86,86
2003,2015-04-01,24,24
2003,2015-04-15,77,101
2004,2015-04-24,85,85
2005,2015-04-08,32,32
2006,2015-04-03,39,39
2006,2015-04-18,65,104
2007,2015-03-05,86,86
2008,2015-03-13,25,25
2008,2015-03-31,30,55
2010,2015-04-16,86,86
2011,2015-03-22,85,85
2013,2015-03-17,44,44
2013,2015-04-23,29,73
2013,2015-04-27,12,85
2017,2015-04-01,93,93
2018,2015-04-07,48,48
2019,2015-04-02,36,36
2023,2015-04-15,43,43
2024,2015-04-06,35,35
2025,2015-03-13,41,41
2026,2015-04-09,34,34
2030,2015-04-21,55,55
2032,2015-04-20,71,71
2033,2015-04-23,57,57
2034,2015-04-30,70,70
2035,2015-04-12,85,85
2038,2015-03-31,64,64
2041,2015-04-08,76,76
2041,2015-04-19,68,144
2042,2015-03-03,64,64
2042,2015-04-05,13,77
2047,2015-03-05,31,31
2048,2015-04-11,47,47
2050,2015-04-24,28,28
2052,2015-03-09,36,36
2052,2015-03-27,57,93
2053,2015-03-03,72,72
2053,2015-04-14,45,117
2055,2015-03-15,82,82
2055,2015-04-07,49,131
2055,2015-04-25,84,215
2056,2015-04-09,38,38
2056,2015-04-26,10,48
2059,2015-03-02,33,33
2059,2015-03-18,53,86
2063,2015-03-01,66,66
2063,2015-03-03,34,100
2064,2015-03-04,35,35
2064,2015-04-05,78,113
2066,2015-04-20,74,74
2067,2015-03-10,50,50
2072,2015-04-21,87,87
2075,2015-04-21,47,47
2075,2015-04-27,63,110
2077,2015-03-24,101,101
2078,2015-03-31,33,33
2078,2015-04-29,72,105
2079,2015-04-20,66,66
2079,2015-04-21,35,101
2079,2015-04-26,67,168
2080,2015-03-16,52,52
2081,2015-04-28,104,104
2082,2015-04-11,137,137
2085,2015-03-02,21,21
2086,2015-04-03,87,87
2086,2015-04-22,54,141
2089,2015-04-12,44,44
2092,2015-03-02,67,67
2095,2015-03-01,101,101
2096,2015-04-12,62,62
2097,2015-04-01,93,93
2099,2015-03-30,48,48
2100,2015-04-20,47,47
2105,2015-03-24,78,78
2105,2015-04-28,120,198
2106,2015-04-14,54,54
2106,2015-04-20,39,93
2106,2015-04-22,56,149
2107,2015-04-05,70,70
2109,2015-04-22,43,43
2112,2015-03-18,49,49
2113,2015-04-10,75,75
2114,2015-03-11,44,44
2116,2015-03-25,79,79
2116,2015-04-22,49,128
2117,2015-04-24,56,56
2118,2015-04-01,40,40
2118,2015-04-21,129,169
2118,2015-04-26,83,252
2119,2015-03-18,31,31
2119,2015-04-03,47,78
2120,2015-04-27,90,90
2121,2015-03-08,39,39
2121,2015-03-10,22,61
2123,2015-03-16,48,48
2123,2015-04-21,11,59
2125,2015-03-25,63,63
2127,2015-03-28,40,40
2127,2015-04-15,50,90
2127,2015-04-22,72,162
2128,2015-03-06,35,35
2128,2015-04-07,60,95
2130,2015-03-05,71,71
2130,2015-04-24,45,116
2132,2015-04-21,32,32
2135,2015-03-13,63,63
2136,2015-03-01,77,77
2136,2015-04-04,70,147
2136,2015-04-15,29,176
2137,2015-03-10,53,53
2138,2015-04-13,51,51
2138,2015-04-23,77,128
2140,2015-03-02,22,22
2140,2015-03-30,38,60
2142,2015-03-22,85,85
2143,2015-04-13,67,67
2146,2015-04-11,11,11
2147,2015-03-25,88,88
2147,2015-04-11,83,171
2148,2015-04-05,88,88
2149,2015-03-06,36,36
2150,2015-04-17,44,44
2151,2015-04-13,25,25
2152,2015-04-10,61,61
2152,2015-04-11,113,174
2153,2015-03-26,22,22
2154,2015-04-21,45,45
2157,2015-03-31,50,50
2157,2015-04-19,89,139
2159,2015-04-07,120,120
2160,2015-04-09,68,68
2162,2015-04-19,58,58
2163,2015-04-30,52,52
2164,2015-04-04,58,58
2164,2015-04-06,61,119
2165,2015-04-09,54,54
2166,2015-04-11,16,16
2166,2015-04-29,67,83
2167,2015-03-16,52,52
2168,2015-03-03,68,68
2168,2015-03-22,72,140
2169,2015-03-14,20,20
2169,2015-04-15,51,71
2170,2015-04-01,56,56
2170,2015-04-14,69,125
2171,2015-04-23,62,62
2172,2015-04-03,89,89
2175,2015-04-11,97,97
2176,2015-04-19,79,79
2177,2015-04-10,61,61
2177,2015-04-11,47,108
2177,2015-04-18,13,121
2180,2015-04-14,107,107
2181,2015-04-10,57,57
2181,2015-04-21,10,67
2182,2015-03-17,87,87
2182,2015-03-19,16,103
2182,2015-03-26,35,138
2183,2015-04-13,99,99
2184,2015-04-06,54,54
2185,2015-03-10,89,89
2185,2015-04-27,52,141
2186,2015-03-14,60,60
2186,2015-04-25,55,115
2187,2015-03-14,63,63
2187,2015-04-08,72,135
2188,2015-03-01,59,59
2188,2015-04-14,59,118
2188,2015-04-26,38,156
2189,2015-03-15,13,13
2189,2015-04-30,63,76
2190,2015-03-05,34,34
2191,2015-03-04,113,113
2192,2015-04-15,77,77
2192,2015-04-27,102,179
2193,2015-03-09,45,45
2194,2015-04-12,30,30
2196,2015-04-01,48,48
2198,2015-03-21,63,63
2199,2015-03-05,55,55
2199,2015-04-05,47,102
2200,2015-04-25,47,47
2202,2015-03-10,51,51
2203,2015-03-20,95,95
2204,2015-04-09,47,47
2204,2015-04-20,55,102
2204,2015-04-29,72,174
2205,2015-03-26,32,32
2205,2015-04-19,50,82
2205,2015-04-28,42,124
2206,2015-03-13,28,28
2208,2015-03-19,61,61
2209,2015-03-12,103,103
2209,2015-03-25,55,158
2209,2015-04-06,119,277
2210,2015-03-05,36,36
2211,2015-03-29,48,48
2212,2015-03-23,95,95
2213,2015-03-01,67,67
2215,2015-03-15,62,62
2215,2015-04-05,47,109
2215,2015-04-23,135,244
2216,2015-04-12,26,26
2217,2015-04-10,95,95
2218,2015-04-03,17,17
2218,2015-04-16,119,136
2219,2015-03-30,109,109
2219,2015-04-10,61,170
2221,2015-04-25,57,57
2223,2015-03-29,54,54
2225,2015-04-24,101,101
2227,2015-04-11,105,105
2228,2015-03-09,33,33
2228,2015-03-12,69,102
2228,2015-03-19,42,144
2228,2015-04-03,79,223
2229,2015-04-04,92,92
2231,2015-03-10,17,17
2232,2015-04-05,25,25
2234,2015-04-12,110,110
2238,2015-03-06,108,108
2239,2015-03-03,55,55
2241,2015-03-15,41,41
2242,2015-04-09,82,82
2247,2015-03-01,79,79
2249,2015-04-20,113,113
2250,2015-03-16,28,28
2252,2015-04-01,47,47
2253,2015-04-18,49,49
2253,2015-04-30,81,130
2254,2015-04-12,72,72
2255,2015-03-28,105,105
2255,2015-04-27,75,180
2257,2015-03-11,48,48
2257,2015-03-26,88,136
2258,2015-03-06,72,72
2258,2015-04-12,52,124
2259,2015-03-28,56,56
2262,2015-03-26,71,71
2263,2015-03-15,66,66
2264,2015-03-09,11,11
2264,2015-04-11,15,26
2264,2015-04-23,57,83
2266,2015-03-07,84,84
2267,2015-04-09,32,32
2267,2015-04-19,75,107
2267,2015-04-28,58,165
2269,2015-03-03,142,142
2272,2015-03-01,115,115
2272,2015-04-22,41,156
2273,2015-04-23,122,122
2274,2015-04-03,107,107
2275,2015-04-23,80,80
2276,2015-03-25,46,46
2277,2015-03-14,29,29
2280,2015-03-16,64,64
2280,2015-04-22,127,191
2282,2015-03-10,43,43
2282,2015-04-23,61,104
2282,2015-04-30,44,148
2283,2015-04-23,82,82
2284,2015-03-09,17,17
2284,2015-04-11,109,126
2285,2015-03-14,101,101
2285,2015-04-13,14,115
2288,2015-03-28,80,80
2289,2015-03-16,69,69
2289,2015-04-06,19,88
2290,2015-04-14,59,59
2291,2015-04-01,78,78
2291,2015-04-04,40,118
2292,2015-03-16,61,61
2293,2015-03-24,89,89
2293,2015-04-30,41,130
2297,2015-03-25,44,44
2297,2015-04-05,58,102
2297,2015-04-11,121,223
2297,2015-04-26,77,300
2298,2015-04-07,110,110
2298,2015-04-14,50,160
2300,2015-03-26,77,77
2300,2015-04-07,118,195
2300,2015-04-28,51,246
2301,2015-03-20,15,15
2301,2015-03-23,10,25
2302,2015-03-21,65,65
2303,2015-04-13,83,83
2303,2015-04-18,80,163
2304,2015-04-29,44,44
2305,2015-04-05,60,60
2306,2015-03-20,81,81
2307,2015-04-01,85,85
2307,2015-04-03,112,197
2307,2015-04-18,88,285
2307,2015-04-22,34,319
2308,2015-03-01,56,56
2309,2015-04-25,59,59
2310,2015-04-08,115,115
2311,2015-04-10,44,44
2312,2015-04-20,70,70
2313,2015-03-03,42,42
2313,2015-04-09,40,82
2313,2015-04-14,75,157
2315,2015-04-20,53,53
2317,2015-03-09,13,13
2318,2015-03-22,75,75
2319,2015-04-27,112,112
2321,2015-04-04,71,71
2324,2015-04-10,37,37
2327,2015-04-07,55,55
2327,2015-04-21,65,120
2328,2015-04-18,23,23
2330,2015-03-15,75,75
2330,2015-03-19,59,134
2331,2015-03-14,60,60
2331,2015-03-27,76,136
2331,2015-04-03,73,209
2332,2015-04-30,94,94
2333,2015-03-22,53,53
2334,2015-04-24,39,39
2337,2015-03-27,74,74
2337,2015-04-17,40,114
2339,2015-04-20,142,142
2341,2015-04-19,32,32
2342,2015-03-18,82,82
2344,2015-03-17,74,74
2345,2015-04-03,86,86
2346,2015-04-13,106,106
2347,2015-04-24,88,88
2349,2015-04-12,29,29
2349,2015-04-17,45,74
2351,2015-04-14,18,18
2351,2015-04-16,105,123
2352,2015-03-17,61,61
2354,2015-03-15,16,16
2355,2015-03-09,71,71
2355,2015-04-06,71,142
2356,2015-03-05,94,94
2356,2015-04-03,41,135
2357,2015-03-19,109,109
2358,2015-03-25,52,52
2359,2015-03-31,52,52
2359,2015-04-02,53,105
2360,2015-03-29,44,44
2360,2015-04-05,104,148
2361,2015-03-15,54,54
2361,2015-04-02,45,99
2362,2015-04-30,60,60
2363,2015-03-16,53,53
2364,2015-03-06,55,55
2364,2015-04-24,84,139
2365,2015-04-29,74,74
2366,2015-03-21,34,34
2367,2015-03-28,37,37
2368,2015-04-23,72,72
2368,2015-04-26,107,179
2369,2015-03-22,20,20
2370,2015-04-24,26,26
2372,2015-03-23,41,41
2375,2015-03-27,50,50
2375,2015-04-11,79,129
2375,2015-04-21,109,238
2376,2015-03-07,87,87
2376,2015-04-28,50,137
2377,2015-04-20,24,24
2378,2015-04-04,45,45
2378,2015-04-29,71,116
2379,2015-03-26,59,59
2381,2015-04-29,64,64
2382,2015-03-16,20,20
2384,2015-03-02,77,77
2384,2015-03-06,17,94
2384,2015-03-22,61,155
2384,2015-04-16,141,296
2384,2015-04-20,34,330
2387,2015-03-13,50,50
2387,2015-04-07,50,100
2387,2015-04-15,67,167
2387,2015-04-19,74,241
2390,2015-04-15,102,102
2391,2015-04-16,59,59
2393,2015-03-07,32,32
2393,2015-04-28,10,42
2394,2015-03-06,55,55
2394,2015-03-25,56,111
2395,2015-03-23,50,50
2396,2015-03-15,98,98
2396,2015-03-21,75,173
2396,2015-03-24,12,185
2398,2015-03-16,34,34
2398,2015-04-07,15,49
2398,2015-04-11,110,159
2399,2015-03-14,93,93
2399,2015-04-30,52,145
2401,2015-03-24,65,65
2401,2015-03-30,91,156
2402,2015-03-29,82,82
2402,2015-04-04,59,141
2402,2015-04-25,75,216
2402,2015-04-29,53,269
2405,2015-03-03,61,61
2406,2015-03-10,50,50
2406,2015-04-03,94,144
2406,2015-04-24,65,209
2406,2015-04-29,114,323
2407,2015-04-17,47,47
2408,2015-04-02,20,20
2411,2015-03-17,10,10
2411,2015-03-21,99,109
2411,2015-03-31,45,154
2412,2015-03-03,18,18
2412,2015-03-15,53,71
2412,2015-04-03,90,161
2413,2015-04-04,61,61
2413,2015-04-21,121,182
2414,2015-03-23,29,29
2415,2015-03-04,40,40
2415,2015-04-12,11,51
2419,2015-04-01,74,74
2420,2015-03-13,72,72
2420,2015-04-08,46,118
2420,2015-04-21,58,176
2421,2015-03-02,37,37
2421,2015-03-22,101,138
2423,2015-03-29,96,96
2423,2015-04-22,55,151
2423,2015-04-26,70,221
2425,2015-04-17,39,39
2428,2015-04-20,44,44
2430,2015-03-11,28,28
2431,2015-03-11,97,97
2431,2015-04-29,26,123
2432,2015-03-14,21,21
2432,2015-04-20,38,59
2433,2015-03-12,19,19
2434,2015-03-05,43,43
2434,2015-04-23,93,136
2435,2015-03-22,36,36
2435,2015-04-01,16,52
2437,2015-04-19,61,61
2438,2015-03-13,63,63
2438,2015-03-23,44,107
2438,2015-04-21,63,170
2439,2015-03-08,31,31
2439,2015-03-13,70,101
2441,2015-03-29,65,65
2442,2015-03-10,40,40
2443,2015-03-06,25,25
2444,2015-03-04,44,44
2444,2015-03-10,89,133
2444,2015-04-16,60,193
2445,2015-03-01,11,11
2448,2015-03-23,41,41
2448,2015-04-06,28,69
2448,2015-04-27,85,154
2449,2015-04-22,47,47
2450,2015-03-01,51,51
2450,2015-03-23,21,72
2451,2015-04-03,95,95
2453,2015-03-04,93,93
2454,2015-04-11,33,33
2455,2015-03-30,60,60
2456,2015-03-04,65,65
2456,2015-03-23,50,115
2459,2015-04-02,76,76
2460,2015-04-16,85,85
2460,2015-04-21,29,114
2462,2015-04-28,49,49
2463,2015-03-06,88,88
2463,2015-03-24,49,137
2463,2015-04-05,82,219
2463,2015-04-19,39,258
2465,2015-03-08,50,50
2465,2015-03-10,54,104
2467,2015-04-22,28,28
2468,2015-03-28,65,65
2469,2015-03-06,65,65
2471,2015-04-28,71,71
2474,2015-03-31,62,62
2476,2015-03-07,43,43
2476,2015-03-18,35,78
2477,2015-03-21,130,130
2477,2015-04-10,103,233
2478,2015-04-22,124,124
2480,2015-04-10,87,87
2481,2015-03-17,46,46
2481,2015-04-28,45,91
2484,2015-04-22,101,101
2485,2015-03-20,37,37
2485,2015-03-27,86,123
2485,2015-03-28,59,182
2486,2015-03-14,42,42
2486,2015-04-01,96,138
2487,2015-03-26,36,36
2488,2015-04-08,44,44
2490,2015-03-01,93,93
2490,2015-04-02,58,151
2490,2015-04-04,62,213
2492,2015-04-08,136,136
2493,2015-03-25,56,56
2493,2015-04-26,97,153
2497,2015-04-24,43,43
2497,2015-04-25,103,146
2498,2015-04-28,51,51
2502,2015-04-02,104,104
2504,2015-03-14,68,68
2504,2015-04-30,72,140
2506,2015-03-16,12,12
2507,2015-04-19,29,29
2508,2015-03-29,69,69
2508,2015-03-31,60,129
2509,2015-03-04,117,117
2510,2015-03-29,24,24
2511,2015-03-14,53,53
2511,2015-03-20,93,146
2512,2015-03-02,57,57
2512,2015-03-09,53,110
2512,2015-04-25,87,197
2513,2015-03-02,44,44
2514,2015-03-14,65,65
2514,2015-04-02,36,101
2514,2015-04-08,58,159
2516,2015-03-12,94,94
2516,2015-04-04,110,204
2516,2015-04-13,93,297
2517,2015-04-08,61,61
2518,2015-03-26,25,25
2518,2015-03-30,123,148
2519,2015-04-13,72,72
2520,2015-03-17,51,51
2521,2015-04-24,12,12
2522,2015-04-22,97,97
2522,2015-04-26,51,148
2524,2015-03-27,29,29
2525,2015-03-20,83,83
2525,2015-04-25,125,208
2528,2015-03-11,73,73
2528,2015-04-13,26,99
2529,2015-03-05,53,53
2529,2015-04-02,61,114
2531,2015-04-15,74,74
2531,2015-04-25,55,129
2533,2015-03-16,27,27
2533,2015-03-27,61,88
2536,2015-03-06,83,83
2538,2015-03-09,74,74
2538,2015-03-10,79,153
2541,2015-03-02,97,97
2542,2015-04-10,47,47
2543,2015-03-31,48,48
2544,2015-04-24,49,49
2547,2015-03-28,107,107
2548,2015-03-15,90,90
2548,2015-04-01,68,158
2551,2015-03-01,18,18
2551,2015-04-03,59,77
2553,2015-03-23,62,62
2554,2015-03-02,16,16
2556,2015-03-01,32,32
2557,2015-03-01,77,77
2557,2015-03-18,70,147
2558,2015-04-03,82,82
2559,2015-03-15,11,11
2559,2015-04-27,46,57
2560,2015-04-16,75,75
2561,2015-04-18,84,84
2562,2015-03-31,53,53
2562,2015-04-07,81,134
2563,2015-03-07,114,114
2563,2015-03-14,64,178
2563,2015-04-16,64,242
2564,2015-03-06,55,55
2565,2015-04-27,76,76
2566,2015-04-16,25,25
2568,2015-04-11,52,52
2570,2015-03-17,56,56
2576,2015-03-20,39,39
2581,2015-03-25,44,44
2582,2015-04-28,73,73
2585,2015-03-07,82,82
2586,2015-03-08,71,71
2586,2015-03-23,49,120
2586,2015-04-24,50,170
2589,2015-04-30,35,35
2593,2015-04-07,73,73
2594,2015-04-04,54,54
2594,2015-04-21,91,145
2595,2015-04-24,84,84
2596,2015-04-18,60,60
2597,2015-03-01,75,75
2598,2015-03-27,25,25
2598,2015-04-21,84,109
2598,2015-04-22,80,189
2599,2015-03-24,31,31
2604,2015-04-27,26,26
2606,2015-04-18,54,54
2607,2015-04-24,11,11
2607,2015-04-28,66,77
2608,2015-04-04,107,107
2608,2015-04-13,65,172
2608,2015-04-24,51,223
2610,2015-03-24,77,77
2610,2015-04-26,50,127
2612,2015-04-06,142,142
2613,2015-03-12,99,99
2613,2015-03-18,31,130
2614,2015-04-02,63,63
2616,2015-03-23,32,32
2616,2015-04-17,17,49
2617,2015-03-06,19,19
2618,2015-03-16,54,54
2619,2015-04-17,103,103
2619,2015-04-18,90,193
2619,2015-04-28,109,302
2620,2015-04-05,54,54
2620,2015-04-18,106,160
2621,2015-03-27,44,44
2621,2015-04-27,40,84
2622,2015-04-13,59,59
2623,2015-03-05,57,57
2623,2015-04-22,70,127
2626,2015-03-01,36,36
2626,2015-04-01,83,119
2628,2015-03-06,35,35
2629,2015-03-06,48,48
2629,2015-04-06,99,147
2630,2015-04-23,87,87
2631,2015-03-02,59,59
2631,2015-04-06,27,86
2631,2015-04-16,75,161
2632,2015-04-22,35,35
2633,2015-03-26,86,86
2634,2015-03-04,33,33
2634,2015-04-15,57,90
2634,2015-04-30,87,177
2637,2015-03-04,45,45
2637,2015-04-27,83,128
2638,2015-03-07,93,93
2640,2015-03-21,141,141
2641,2015-03-01,109,109
2641,2015-03-11,72,181
2643,2015-03-20,111,111
2644,2015-04-14,17,17
2645,2015-03-24,42,42
2646,2015-03-21,19,19
2648,2015-04-27,56,56
2649,2015-04-05,61,61
2650,2015-04-10,33,33
2652,2015-03-23,40,40
2655,2015-03-31,71,71
2655,2015-04-09,86,157
2655,2015-04-22,19,176
2656,2015-03-03,82,82
2656,2015-03-16,128,210
2657,2015-04-05,71,71
2658,2015-03-28,49,49
2658,2015-04-19,32,81
2659,2015-03-17,17,17
2659,2015-04-15,61,78
2662,2015-03-06,78,78
2662,2015-03-07,21,99
2662,2015-03-31,41,140
2662,2015-04-03,83,223
2664,2015-03-25,116,116
2665,2015-03-22,71,71
2666,2015-03-07,85,85
2666,2015-04-14,54,139
2667,2015-03-23,92,92
2668,2015-03-14,45,45
2668,2015-04-15,15,60
2669,2015-04-20,69,69
2670,2015-04-09,56,56
2671,2015-03-02,91,91
2671,2015-03-04,89,180
2671,2015-03-05,75,255
2671,2015-03-26,29,284
2672,2015-04-01,77,77
2673,2015-04-05,47,47
2673,2015-04-11,52,99
2674,2015-03-02,28,28
2674,2015-03-05,121,149
2674,2015-04-22,77,226
2676,2015-04-11,72,72
2677,2015-03-18,59,59
2677,2015-03-19,64,123
2677,2015-04-26,66,189
2681,2015-03-06,53,53
2681,2015-03-30,56,109
2682,2015-03-08,98,98
2682,2015-03-15,18,116
2683,2015-03-02,95,95
2684,2015-03-10,79,79
2684,2015-04-17,33,112
2684,2015-04-23,19,131
2685,2015-03-03,54,54
2685,2015-04-23,81,135
2685,2015-04-25,76,211
2687,2015-03-31,69,69
2688,2015-04-11,64,64
2688,2015-04-26,86,150
2691,2015-03-12,50,50
2691,2015-04-06,78,128
2692,2015-03-03,71,71
2692,2015-03-20,36,107
2693,2015-04-22,62,62
2693,2015-04-27,71,133
2694,2015-04-09,42,42
2695,2015-03-08,96,96
2698,2015-03-27,44,44
2698,2015-04-06,101,145
2699,2015-03-06,65,65
2699,2015-03-08,88,153
2700,2015-04-05,84,84
2700,2015-04-14,75,159
2701,2015-04-16,37,37
2703,2015-03-04,32,32
2703,2015-03-22,60,92
2703,2015-04-20,60,152
2704,2015-03-23,78,78
2706,2015-04-17,110,110
2709,2015-04-20,50,50
2711,2015-03-04,70,70
2711,2015-03-15,39,109
2711,2015-03-16,24,133
2713,2015-04-15,60,60
2716,2015-03-21,64,64
2716,2015-04-29,55,119
2717,2015-04-07,71,71
2721,2015-03-04,28,28
2721,2015-04-01,41,69
2724,2015-04-20,90,90
2725,2015-03-06,46,46
2725,2015-03-24,40,86
2726,2015-03-09,45,45
2727,2015-04-17,76,76
2727,2015-04-21,48,124
2728,2015-03-20,57,57
2728,2015-04-05,52,109
2729,2015-03-15,30,30
2730,2015-03-06,19,19
2730,2015-03-30,35,54
2731,2015-04-28,26,26
2735,2015-03-06,45,45
2735,2015-04-08,30,75
2735,2015-04-18,10,85
2736,2015-04-26,73,73
2737,2015-03-23,39,39
2739,2015-04-16,103,103
2739,2015-04-23,69,172
2739,2015-04-30,24,196
2740,2015-03-02,58,58
2741,2015-03-15,46,46
2741,2015-04-07,16,62
2743,2015-03-03,101,101
2746,2015-03-24,41,41
2746,2015-03-28,50,91
2748,2015-03-13,96,96
2748,2015-03-23,13,109
2749,2015-03-06,42,42
2749,2015-04-01,53,95
2750,2015-03-09,85,85
2750,2015-04-04,97,182
2750,2015-04-08,36,218
2754,2015-03-11,52,52
2754,2015-03-27,27,79
2754,2015-04-28,43,122
2757,2015-03-08,61,61
2757,2015-03-16,59,120
2757,2015-04-22,85,205
2758,2015-04-09,72,72
2758,2015-04-26,42,114
2762,2015-04-26,18,18
2766,2015-03-09,82,82
2767,2015-04-29,36,36
2768,2015-03-18,48,48
2768,2015-04-14,70,118
2771,2015-03-29,46,46
2772,2015-04-15,94,94
2773,2015-03-01,23,23
2773,2015-04-11,43,66
2774,2015-04-23,127,127
2776,2015-04-15,83,83
2778,2015-03-14,53,53
2778,2015-03-19,52,105
2778,2015-03-28,69,174
2778,2015-04-20,79,253
2778,2015-04-26,130,383
2778,2015-04-30,53,436
2779,2015-04-12,71,71
2779,2015-04-24,62,133
2780,2015-03-07,19,19
2780,2015-04-01,72,91
2780,2015-04-07,39,130
2780,2015-04-09,51,181
2781,2015-04-03,86,86
2781,2015-04-04,42,128
2781,2015-04-18,44,172
2782,2015-03-25,76,76
2782,2015-04-14,98,174
2782,2015-04-23,45,219
2783,2015-03-22,45,45
2783,2015-04-03,62,107
2787,2015-04-02,79,79
2787,2015-04-26,39,118
2792,2015-03-13,81,81
2794,2015-04-06,43,43
2796,2015-04-05,24,24
2796,2015-04-06,68,92
2796,2015-04-30,23,115
2801,2015-03-28,64,64
2802,2015-04-21,29,29
2803,2015-03-17,71,71
2803,2015-04-01,86,157
2803,2015-04-05,69,226
2804,2015-03-12,109,109
2804,2015-03-28,62,171
2804,2015-04-15,30,201
2804,2015-04-18,87,288
2807,2015-04-28,34,34
2809,2015-03-27,27,27
2809,2015-04-29,69,96
2811,2015-03-14,59,59
2811,2015-03-27,17,76
2812,2015-03-27,62,62
2812,2015-04-11,20,82
2812,2015-04-12,105,187
2817,2015-03-21,42,42
2817,2015-04-10,63,105
2817,2015-04-23,39,144
2817,2015-04-28,98,242
2818,2015-04-13,67,67
2818,2015-04-20,64,131
2821,2015-04-04,88,88
2822,2015-03-19,27,27
2822,2015-04-03,38,65
2822,2015-04-18,109,174
2823,2015-04-01,57,57
2823,2015-04-11,47,104
2824,2015-03-01,48,48
2824,2015-03-16,66,114
2824,2015-04-11,88,202
2824,2015-04-28,65,267
2826,2015-03-03,39,39
2827,2015-03-19,56,56
2827,2015-04-27,120,176
2828,2015-03-08,35,35
2828,2015-04-01,60,95
2828,2015-04-12,61,156
2830,2015-03-13,57,57
2831,2015-03-18,48,48
2831,2015-03-28,26,74
2831,2015-04-17,111,185
2832,2015-03-02,34,34
2832,2015-04-09,57,91
2832,2015-04-16,79,170
2833,2015-04-07,97,97
2837,2015-04-03,91,91
2837,2015-04-19,85,176
2839,2015-03-05,39,39
2840,2015-03-24,26,26
2840,2015-04-08,49,75
2841,2015-03-29,21,21
2842,2015-04-10,30,30
2842,2015-04-20,29,59
2842,2015-04-25,18,77
2842,2015-04-29,40,117
2843,2015-03-28,22,22
2843,2015-04-11,61,83
2844,2015-04-25,75,75
2845,2015-03-14,41,41
2845,2015-04-15,88,129
2846,2015-03-25,60,60
2848,2015-03-05,59,59
2848,2015-03-26,66,125
2848,2015-03-30,21,146
2848,2015-04-01,49,195
2849,2015-04-03,34,34
2850,2015-04-25,63,63
2851,2015-04-16,89,89
2852,2015-03-22,25,25
2852,2015-04-14,82,107
2853,2015-03-28,55,55
2855,2015-03-21,52,52
2856,2015-04-01,25,25
2859,2015-03-16,62,62
2859,2015-04-11,65,127
2859,2015-04-29,32,159
2860,2015-03-03,16,16
2861,2015-03-22,57,57
2861,2015-03-30,59,116
2863,2015-04-20,109,109
2866,2015-04-17,42,42
2867,2015-04-02,133,133
2867,2015-04-18,45,178
2867,2015-04-27,61,239
2868,2015-03-13,83,83
2869,2015-03-31,139,139
2869,2015-04-08,77,216
2869,2015-04-19,88,304
2870,2015-03-14,83,83
2871,2015-03-01,41,41
2871,2015-03-25,79,120
2871,2015-04-14,104,224
2872,2015-04-02,52,52
2873,2015-03-11,33,33
2873,2015-04-07,49,82
2874,2015-03-27,96,96
2875,2015-03-29,108,108
2876,2015-04-08,86,86
2880,2015-03-26,43,43
2880,2015-03-28,36,79
2881,2015-04-06,42,42
2882,2015-04-18,21,21
2883,2015-03-28,53,53
2885,2015-03-16,19,19
2885,2015-04-10,54,73
2888,2015-03-05,28,28
2888,2015-04-03,40,68
2889,2015-03-14,44,44
2889,2015-03-20,109,153
2889,2015-03-21,55,208
2889,2015-04-04,120,328
2891,2015-03-09,61,61
2891,2015-03-21,21,82
2893,2015-04-11,74,74
2896,2015-04-07,64,64
2896,2015-04-25,117,181
2899,2015-04-04,50,50
2900,2015-03-19,49,49
2901,2015-03-14,65,65
2903,2015-03-25,73,73
2904,2015-04-08,25,25
2907,2015-03-22,44,44
2907,2015-04-17,87,131
2907,2015-04-18,66,197
2908,2015-03-24,85,85
2908,2015-04-20,33,118
2909,2015-03-06,52,52
2909,2015-04-18,84,136
2910,2015-03-09,65,65
2912,2015-03-02,36,36
2912,2015-03-07,18,54
2912,2015-03-31,18,72
2912,2015-04-15,49,121
2912,2015-04-17,103,224
2913,2015-04-18,60,60
2914,2015-03-18,40,40
2914,2015-04-15,84,124
2916,2015-03-10,68,68
2916,2015-03-17,59,127
2916,2015-04-22,90,217
2917,2015-03-31,40,40
2917,2015-04-25,76,116
2918,2015-03-03,54,54
2918,2015-03-28,74,128
2918,2015-04-16,34,162
2920,2015-03-27,40,40
2920,2015-04-23,42,82
2924,2015-03-02,40,40
2925,2015-03-31,62,62
2928,2015-03-05,41,41
2929,2015-04-05,31,31
2929,2015-04-15,71,102
2930,2015-03-24,18,18
2930,2015-03-28,51,69
2931,2015-03-17,52,52
2932,2015-03-05,76,76
2934,2015-03-04,81,81
2936,2015-04-25,47,47
2937,2015-03-17,88,88
2937,2015-03-24,66,154
2939,2015-03-11,21,21
